ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
344,20210212,20210224,20210219,25872,SO43990,3399.99
310,20210212,20210224,20210219,16660,SO43991,3578.27
311,20210212,20210224,20210219,16638,SO43992,3578.27
314,20210214,20210226,20210221,16929,SO43993,3578.27
314,20210215,20210227,20210222,27681,SO43994,3578.27
312,20210215,20210227,20210222,21813,SO43995,3578.27
310,20210215,20210227,20210222,27920,SO43996,3578.27
310,20210215,20210227,20210222,28022,SO43997,3578.27
348,20210215,20210227,20210222,11033,SO43998,3374.99
311,20210215,20210227,20210222,28047,SO43999,3578.27
311,20210216,20210228,20210223,27918,SO44000,3578.27
313,20210216,20210228,20210223,28044,SO44001,3578.27
336,20210216,20210228,20210223,14572,SO44002,699.0982
342,20210216,20210228,20210223,19325,SO44003,699.0982
310,20210216,20210228,20210223,28061,SO44004,3578.27
334,20210216,20210228,20210223,26629,SO44005,699.0982
310,20210216,20210228,20210223,16744,SO44006,3578.27
320,20210216,20210228,20210223,25555,SO44007,699.0982
312,20210217,20210301,20210224,27678,SO44008,3578.27
314,20210217,20210301,20210224,27759,SO44009,3578.27
310,20210217,20210301,20210224,13680,SO44010,3578.27
310,20210217,20210301,20210224,13514,SO44011,3578.27
349,20210217,20210301,20210224,11052,SO44012,3374.99
312,20210217,20210301,20210224,16928,SO44013,3578.27
313,20210218,20210302,20210225,27917,SO44014,3578.27
311,20210218,20210302,20210225,13693,SO44015,3578.27
350,20210218,20210302,20210225,11247,SO44016,3374.99
310,20210218,20210302,20210225,28078,SO44017,3578.27
350,20210218,20210302,20210225,25876,SO44018,3374.99
310,20210218,20210302,20210225,16701,SO44019,3578.27
311,20210218,20210302,20210225,16931,SO44020,3578.27
348,20210218,20210302,20210225,11032,SO44021,3374.99
313,20210219,20210303,20210226,22008,SO44022,3578.27
349,20210219,20210303,20210226,19830,SO44023,3374.99
314,20210219,20210303,20210226,16663,SO44024,3578.27
314,20210219,20210303,20210226,16708,SO44025,3578.27
310,20210219,20210303,20210226,17045,SO44026,3578.27
310,20210220,20210304,20210227,21921,SO44027,3578.27
312,20210220,20210304,20210227,17048,SO44028,3578.27
350,20210220,20210304,20210227,11050,SO44029,3374.99
311,20210221,20210305,20210228,12131,SO44030,3578.27
313,20210221,20210305,20210228,13689,SO44031,3578.27
344,20210221,20210305,20210228,11243,SO44032,3399.99
314,20210221,20210305,20210228,16693,SO44033,3578.27
313,20210221,20210305,20210228,16702,SO44034,3578.27
312,20210221,20210305,20210228,16707,SO44035,3578.27
310,20210221,20210305,20210228,17046,SO44036,3578.27
328,20210221,20210305,20210228,25272,SO44037,699.0982
344,20210221,20210305,20210228,25868,SO44038,3399.99
342,20210222,20210306,20210301,17971,SO44039,699.0982
351,20210222,20210306,20210301,11057,SO44040,3374.99
313,20210222,20210306,20210301,16742,SO44041,3578.27
313,20210223,20210307,20210302,13678,SO44042,3578.27
311,20210223,20210307,20210302,13679,SO44043,3578.27
314,20210223,20210307,20210302,13690,SO44044,3578.27
344,20210223,20210307,20210302,28394,SO44045,3399.99
313,20210223,20210307,20210302,28064,SO44046,3578.27
344,20210223,20210307,20210302,25878,SO44047,3399.99
314,20210223,20210307,20210302,16713,SO44048,3578.27
314,20210224,20210308,20210303,13538,SO44049,3578.27
310,20210224,20210308,20210303,17050,SO44050,3578.27
310,20210225,20210309,20210304,13691,SO44051,3578.27
314,20210225,20210309,20210304,16637,SO44052,3578.27
338,20210226,20210310,20210305,19329,SO44053,699.0982
314,20210226,20210310,20210305,13542,SO44054,3578.27
310,20210226,20210310,20210305,13543,SO44055,3578.27
314,20210226,20210310,20210305,13559,SO44056,3578.27
338,20210226,20210310,20210305,14577,SO44057,699.0982
350,20210226,20210310,20210305,11056,SO44058,3374.99
313,20210226,20210310,20210305,16688,SO44059,3578.27
342,20210226,20210310,20210305,25273,SO44060,699.0982
310,20210227,20210311,20210306,27919,SO44061,3578.27
310,20210227,20210311,20210306,28041,SO44062,3578.27
344,20210227,20210311,20210306,11240,SO44063,3399.99
310,20210227,20210311,20210306,22050,SO44064,3578.27
310,20210227,20210311,20210306,28062,SO44065,3578.27
344,20210227,20210311,20210306,25867,SO44066,3399.99
310,20210227,20210311,20210306,17049,SO44067,3578.27
313,20210228,20210312,20210307,13541,SO44068,3578.27
349,20210228,20210312,20210307,28395,SO44069,3374.99
349,20210228,20210312,20210307,19829,SO44070,3374.99
313,20210228,20210312,20210307,16691,SO44071,3578.27
311,20210228,20210312,20210307,16656,SO44072,3578.27
351,20210228,20210312,20210307,11044,SO44073,3374.99
310,20210301,20210313,20210308,13821,SO44134,3578.27
310,20210301,20210313,20210308,28156,SO44135,3578.27
311,20210301,20210313,20210308,22114,SO44136,3578.27
314,20210301,20210313,20210308,17328,SO44137,3578.27
310,20210302,20210314,20210309,13765,SO44138,3578.27
311,20210302,20210314,20210309,13792,SO44139,3578.27
311,20210302,20210314,20210309,12221,SO44140,3578.27
313,20210302,20210314,20210309,13572,SO44141,3578.27
313,20210302,20210314,20210309,22058,SO44142,3578.27
313,20210302,20210314,20210309,28145,SO44143,3578.27
312,20210302,20210314,20210309,17071,SO44144,3578.27
310,20210302,20210314,20210309,17309,SO44145,3578.27
313,20210302,20210314,20210309,17310,SO44146,3578.27
310,20210302,20210314,20210309,17320,SO44147,3578.27
310,20210303,20210315,20210310,28172,SO44148,3578.27
312,20210303,20210315,20210310,17242,SO44149,3578.27
312,20210303,20210315,20210310,17315,SO44150,3578.27
328,20210303,20210315,20210310,25558,SO44151,699.0982
346,20210304,20210316,20210311,11334,SO44152,3399.99
312,20210304,20210316,20210311,28168,SO44153,3578.27
311,20210304,20210316,20210311,28181,SO44154,3578.27
313,20210304,20210316,20210311,28131,SO44155,3578.27
346,20210304,20210316,20210311,25887,SO44156,3399.99
314,20210304,20210316,20210311,17055,SO44157,3578.27
311,20210305,20210317,20210312,13567,SO44158,3578.27
311,20210305,20210317,20210312,28182,SO44159,3578.27
312,20210305,20210317,20210312,28186,SO44160,3578.27
314,20210306,20210318,20210313,13772,SO44161,3578.27
311,20210306,20210318,20210313,28185,SO44162,3578.27
314,20210306,20210318,20210313,28193,SO44163,3578.27
310,20210306,20210318,20210313,28088,SO44164,3578.27
313,20210306,20210318,20210313,17065,SO44165,3578.27
338,20210306,20210318,20210313,14581,SO44166,699.0982
314,20210306,20210318,20210313,17308,SO44167,3578.27
313,20210307,20210319,20210314,12211,SO44168,3578.27
311,20210307,20210319,20210314,28179,SO44169,3578.27
314,20210307,20210319,20210314,28183,SO44170,3578.27
313,20210307,20210319,20210314,28112,SO44171,3578.27
338,20210307,20210319,20210314,14584,SO44172,699.0982
312,20210308,20210320,20210315,13784,SO44173,3578.27
311,20210308,20210320,20210315,17229,SO44174,3578.27
313,20210308,20210320,20210315,17246,SO44175,3578.27
314,20210309,20210321,20210316,12220,SO44176,3578.27
350,20210309,20210321,20210316,11337,SO44177,3374.99
312,20210309,20210321,20210316,28097,SO44178,3578.27
350,20210309,20210321,20210316,25888,SO44179,3374.99
347,20210309,20210321,20210316,11058,SO44180,3399.99
312,20210309,20210321,20210316,17294,SO44181,3578.27
310,20210309,20210321,20210316,17299,SO44182,3578.27
310,20210310,20210322,20210317,28158,SO44183,3578.27
314,20210310,20210322,20210317,17247,SO44184,3578.27
310,20210310,20210322,20210317,17280,SO44185,3578.27
347,20210312,20210324,20210319,25889,SO44186,3399.99
313,20210312,20210324,20210319,17069,SO44187,3578.27
334,20210313,20210325,20210320,20052,SO44188,699.0982
322,20210313,20210325,20210320,20054,SO44189,699.0982
348,20210313,20210325,20210320,11061,SO44190,3374.99
310,20210313,20210325,20210320,17248,SO44191,3578.27
312,20210314,20210326,20210321,13570,SO44192,3578.27
312,20210314,20210326,20210321,28164,SO44193,3578.27
310,20210314,20210326,20210321,17064,SO44194,3578.27
313,20210314,20210326,20210321,17249,SO44195,3578.27
314,20210314,20210326,20210321,17295,SO44196,3578.27
312,20210315,20210327,20210322,28096,SO44197,3578.27
310,20210315,20210327,20210322,28150,SO44198,3578.27
313,20210315,20210327,20210322,17259,SO44199,3578.27
311,20210315,20210327,20210322,17312,SO44200,3578.27
313,20210316,20210328,20210323,12254,SO44201,3578.27
311,20210316,20210328,20210323,28159,SO44202,3578.27
312,20210316,20210328,20210323,28149,SO44203,3578.27
336,20210316,20210328,20210323,14580,SO44204,699.0982
312,20210316,20210328,20210323,17285,SO44205,3578.27
347,20210317,20210329,20210324,11250,SO44206,3399.99
313,20210317,20210329,20210324,28162,SO44207,3578.27
347,20210317,20210329,20210324,25879,SO44208,3399.99
311,20210317,20210329,20210324,17257,SO44209,3578.27
310,20210318,20210330,20210325,13783,SO44210,3578.27
313,20210318,20210330,20210325,28154,SO44211,3578.27
312,20210318,20210330,20210325,28170,SO44212,3578.27
310,20210318,20210330,20210325,17351,SO44213,3578.27
311,20210318,20210330,20210325,17332,SO44214,3578.27
312,20210319,20210331,20210326,28180,SO44215,3578.27
314,20210319,20210331,20210326,13560,SO44216,3578.27
310,20210319,20210331,20210326,28148,SO44217,3578.27
311,20210319,20210331,20210326,22109,SO44218,3578.27
338,20210319,20210331,20210326,14590,SO44219,699.0982
345,20210319,20210331,20210326,11060,SO44220,3399.99
314,20210319,20210331,20210326,17255,SO44221,3578.27
311,20210319,20210331,20210326,17258,SO44222,3578.27
310,20210320,20210401,20210327,13847,SO44223,3578.27
314,20210320,20210401,20210327,28166,SO44224,3578.27
322,20210321,20210402,20210328,20060,SO44225,699.0982
313,20210321,20210402,20210328,12255,SO44226,3578.27
349,20210321,20210402,20210328,28401,SO44227,3374.99
344,20210321,20210402,20210328,11333,SO44228,3399.99
344,20210321,20210402,20210328,25886,SO44229,3399.99
312,20210321,20210402,20210328,17241,SO44230,3578.27
334,20210321,20210402,20210328,17973,SO44231,699.0982
312,20210321,20210402,20210328,17334,SO44232,3578.27
310,20210322,20210403,20210329,13841,SO44233,3578.27
312,20210322,20210403,20210329,28184,SO44234,3578.27
313,20210322,20210403,20210329,22117,SO44235,3578.27
312,20210322,20210403,20210329,28191,SO44236,3578.27
310,20210322,20210403,20210329,17056,SO44237,3578.27
311,20210322,20210403,20210329,17079,SO44238,3578.27
311,20210323,20210404,20210330,12217,SO44239,3578.27
311,20210323,20210404,20210330,13580,SO44240,3578.27
313,20210323,20210404,20210330,28155,SO44241,3578.27
313,20210323,20210404,20210330,28163,SO44242,3578.27
312,20210323,20210404,20210330,17278,SO44243,3578.27
312,20210323,20210404,20210330,17329,SO44244,3578.27
330,20210323,20210404,20210330,25556,SO44245,699.0982
312,20210324,20210405,20210331,12219,SO44246,3578.27
310,20210324,20210405,20210331,17233,SO44247,3578.27
313,20210324,20210405,20210331,17240,SO44248,3578.27
313,20210325,20210406,20210401,13845,SO44249,3578.27
312,20210325,20210406,20210401,28167,SO44250,3578.27
311,20210325,20210406,20210401,28190,SO44251,3578.27
312,20210326,20210407,20210402,13777,SO44252,3578.27
310,20210326,20210407,20210402,28099,SO44253,3578.27
314,20210326,20210407,20210402,28142,SO44254,3578.27
340,20210326,20210407,20210402,14585,SO44255,699.0982
312,20210326,20210407,20210402,17232,SO44256,3578.27
313,20210327,20210408,20210403,12212,SO44257,3578.27
310,20210327,20210408,20210403,13579,SO44258,3578.27
312,20210327,20210408,20210403,28171,SO44259,3578.27
312,20210327,20210408,20210403,28194,SO44260,3578.27
312,20210327,20210408,20210403,22112,SO44261,3578.27
322,20210327,20210408,20210403,20149,SO44262,699.0982
310,20210327,20210408,20210403,17279,SO44263,3578.27
313,20210327,20210408,20210403,17286,SO44264,3578.27
320,20210327,20210408,20210403,25557,SO44265,699.0982
336,20210327,20210408,20210403,25559,SO44266,699.0982
336,20210328,20210409,20210404,19339,SO44267,699.0982
312,20210328,20210409,20210404,13820,SO44268,3578.27
326,20210329,20210410,20210405,14589,SO44269,699.0982
314,20210330,20210411,20210406,13794,SO44270,3578.27
314,20210330,20210411,20210406,13846,SO44271,3578.27
311,20210330,20210411,20210406,12256,SO44272,3578.27
311,20210330,20210411,20210406,28147,SO44273,3578.27
314,20210330,20210411,20210406,28152,SO44274,3578.27
311,20210330,20210411,20210406,17256,SO44275,3578.27
313,20210330,20210411,20210406,17277,SO44276,3578.27
311,20210330,20210411,20210406,17288,SO44277,3578.27
310,20210330,20210411,20210406,17293,SO44278,3578.27
313,20210330,20210411,20210406,17326,SO44279,3578.27
314,20210331,20210412,20210407,14429,SO44320,3578.27
311,20210331,20210412,20210407,28222,SO44321,3578.27
328,20210331,20210412,20210407,17975,SO44322,699.0982
344,20210331,20210412,20210407,11072,SO44323,3399.99
311,20210401,20210413,20210408,12267,SO44324,3578.27
351,20210401,20210413,20210408,11095,SO44325,3374.99
312,20210401,20210413,20210408,17728,SO44326,3578.27
314,20210402,20210414,20210409,28598,SO44327,3578.27
310,20210402,20210414,20210409,17921,SO44328,3578.27
311,20210402,20210414,20210409,17904,SO44329,3578.27
312,20210402,20210414,20210409,28199,SO44330,3578.27
311,20210403,20210415,20210410,28257,SO44331,3578.27
310,20210403,20210415,20210410,17510,SO44332,3578.27
345,20210404,20210416,20210411,11343,SO44333,3399.99
311,20210404,20210416,20210411,28273,SO44334,3578.27
324,20210404,20210416,20210411,20165,SO44335,699.0982
345,20210404,20210416,20210411,25895,SO44336,3399.99
351,20210404,20210416,20210411,11097,SO44337,3374.99
314,20210404,20210416,20210411,18188,SO44338,3578.27
311,20210404,20210416,20210411,18189,SO44339,3578.27
314,20210404,20210416,20210411,17354,SO44340,3578.27
348,20210405,20210417,20210412,25905,SO44341,3374.99
320,20210405,20210417,20210412,14610,SO44342,699.0982
314,20210405,20210417,20210412,17920,SO44343,3578.27
310,20210406,20210418,20210413,14427,SO44344,3578.27
313,20210406,20210418,20210413,28200,SO44345,3578.27
336,20210406,20210418,20210413,14602,SO44346,699.0982
312,20210406,20210418,20210413,17911,SO44347,3578.27
313,20210407,20210419,20210414,14159,SO44348,3578.27
311,20210407,20210419,20210414,28243,SO44349,3578.27
312,20210407,20210419,20210414,28244,SO44350,3578.27
314,20210407,20210419,20210414,28271,SO44351,3578.27
311,20210407,20210419,20210414,28297,SO44352,3578.27
326,20210407,20210419,20210414,14591,SO44353,699.0982
336,20210407,20210419,20210414,14603,SO44354,699.0982
347,20210407,20210419,20210414,11093,SO44355,3399.99
345,20210407,20210419,20210414,11099,SO44356,3399.99
310,20210407,20210419,20210414,17511,SO44357,3578.27
310,20210407,20210419,20210414,17732,SO44358,3578.27
311,20210408,20210420,20210415,14525,SO44359,3578.27
311,20210408,20210420,20210415,14158,SO44360,3578.27
310,20210408,20210420,20210415,13686,SO44361,3578.27
310,20210408,20210420,20210415,28259,SO44362,3578.27
312,20210408,20210420,20210415,28285,SO44363,3578.27
348,20210408,20210420,20210415,11092,SO44364,3374.99
313,20210408,20210420,20210415,17912,SO44365,3578.27
313,20210408,20210420,20210415,17502,SO44366,3578.27
328,20210408,20210420,20210415,25562,SO44367,699.0982
314,20210409,20210421,20210416,14150,SO44368,3578.27
310,20210409,20210421,20210416,28250,SO44369,3578.27
313,20210409,20210421,20210416,18193,SO44370,3578.27
311,20210409,20210421,20210416,17514,SO44371,3578.27
310,20210409,20210421,20210416,17736,SO44372,3578.27
310,20210410,20210422,20210417,13767,SO44373,3578.27
310,20210410,20210422,20210417,14157,SO44374,3578.27
310,20210410,20210422,20210417,14183,SO44375,3578.27
349,20210410,20210422,20210417,29399,SO44376,3374.99
310,20210410,20210422,20210417,28234,SO44377,3578.27
349,20210410,20210422,20210417,25903,SO44378,3374.99
351,20210410,20210422,20210417,11080,SO44379,3374.99
310,20210410,20210422,20210417,17915,SO44380,3578.27
313,20210411,20210423,20210418,14191,SO44381,3578.27
347,20210411,20210423,20210418,11341,SO44382,3399.99
310,20210411,20210423,20210418,28268,SO44383,3578.27
311,20210411,20210423,20210418,28296,SO44384,3578.27
314,20210411,20210423,20210418,28298,SO44385,3578.27
